3,21/05/2021,12:29,2000, up1,  33,  35
3,21/05/2021,12:34,1595, up1,  33,  35
3,21/05/2021,12:34,1597, up1,  33,  35
3,21/05/2021,12:37,1306, up1,  33,  35
3,21/05/2021,12:38,1120, up1,  33,  35
3,21/05/2021,12:44,0263, up1,  33,  35
3,21/05/2021,12:44,0409, up1,  33,  35
3,21/05/2021,12:54,0438, up1,  33,  35
3,21/05/2021,14:25,181697, up1,  33,  35
3,21/05/2021,17:49,0001, up1,  33,  35
3,22/05/2021,10:45,2001, up1,  33,  35
3,22/05/2021,10:50,1996, up1,  33,  35
3,22/05/2021,10:53,1726, up1,  33,  35
3,22/05/2021,11:37,0000, up1,  33,  35
3,22/05/2021,12:02,183821, up1,  33,  35
3,22/05/2021,13:05,0225, up1,  33,  35
3,24/05/2021,11:28,0021, up1,  33,  35
3,24/05/2021,12:46,0478, up1,  33,  35
3,24/05/2021,13:24,0917, up1,  33,  35
3,24/05/2021,13:26,0237, up1,  33,  35
3,25/05/2021,16:18,0213, up1,  33,  35
3,25/05/2021,16:19,0213, up1,  33,  35
3,25/05/2021,16:20,0212, up1,  33,  35
3,25/05/2021,16:22,0282, up1,  33,  35
3,25/05/2021,16:26,0298, up1,  33,  35
3,25/05/2021,16:35,0252, up1,  33,  35
3,25/05/2021,16:38,0346, up1,  33,  35
3,25/05/2021,16:40,0380, up1,  33,  35
3,25/05/2021,16:41,0431, up1,  33,  35
3,25/05/2021,16:47,0479, up1,  33,  35
3,25/05/2021,16:54,0533, up1,  33,  35
3,25/05/2021,16:55,0569, up1,  33,  35
3,25/05/2021,17:02,0847, up1,  33,  35
3,25/05/2021,17:03,0844, up1,  33,  35
3,25/05/2021,17:03,0885, up1,  33,  35
3,25/05/2021,17:16,0239, up1,  33,  35
3,25/05/2021,17:17,0253, up1,  33,  35
3,26/05/2021,10:55,0218, up1,  33,  35
3,26/05/2021,10:56,0214, up1,  33,  35
3,26/05/2021,10:56,0214, up1,  33,  35
3,26/05/2021,10:59,0275, up1,  33,  35
1,NDLS, DLI,GHZK,delh
3,26/05/2021,11:02,0274, up1,  33,  35
3,26/05/2021,11:07,0267, up1,  33,  35
3,26/05/2021,11:13,0233, up1,  33,  35
3,26/05/2021,11:19,0313, up1,  33,  35
3,26/05/2021,11:47,0338, up1,  33,  35
3,26/05/2021,11:48,0332, up1,  33,  35
3,26/05/2021,11:51,0403, up1,  33,  35
3,26/05/2021,12:01,0587, up1,  33,  35
3,26/05/2021,12:02,0629, up1,  33,  35
3,26/05/2021,12:05,0622, up1,  33,  35
3,26/05/2021,12:09,0770, up1,  33,  35
3,26/05/2021,12:10,0784, up1,  33,  35
3,26/05/2021,12:14,0875, up1,  33,  35
3,26/05/2021,12:16,0869, up1,  33,  35
3,26/05/2021,12:17,0900, up1,  33,  35
3,26/05/2021,12:21,0890, up1,  33,  35
3,26/05/2021,12:22,0892, up1,  33,  35
3,26/05/2021,12:23,0891, up1,  33,  35
3,26/05/2021,12:24,0903, up1,  33,  35
3,26/05/2021,12:26,0906, up1,  33,  35
3,26/05/2021,12:38,0930, up1,  33,  35
3,26/05/2021,12:39,0945, up1,  33,  35
3,26/05/2021,12:42,0959, up1,  33,  35
3,26/05/2021,12:42,0685, up1,  33,  35
3,26/05/2021,12:43,0702, up1,  33,  35
3,26/05/2021,12:46,0731, up1,  33,  35
3,26/05/2021,13:00,0222, up1,  33,  35
3,26/05/2021,13:01,0217, up1,  33,  35
3,26/05/2021,13:02,0216, up1,  33,  35
3,26/05/2021,13:02,0218, up1,  33,  35
3,26/05/2021,13:03,0217, up1,  33,  35
3,26/05/2021,13:05,0219, up1,  33,  35
3,26/05/2021,13:05,0261, up1,  33,  35
3,26/05/2021,13:06,0262, up1,  33,  35
3,26/05/2021,13:07,0260, up1,  33,  35
3,26/05/2021,13:08,0298, up1,  33,  35
3,26/05/2021,13:10,0294, up1,  33,  35
3,26/05/2021,13:11,0296, up1,  33,  35
3,26/05/2021,13:12,0325, up1,  33,  35
3,26/05/2021,13:14,0323, up1,  33,  35
3,26/05/2021,13:14,0320, up1,  33,  35
3,26/05/2021,13:15,0321, up1,  33,  35
3,26/05/2021,13:16,0323, up1,  33,  35
3,26/05/2021,13:16,0341, up1,  33,  35
3,26/05/2021,13:17,0342, up1,  33,  35
3,26/05/2021,13:18,0340, up1,  33,  35
3,26/05/2021,13:19,0341, up1,  33,  35
3,26/05/2021,13:22,2007, up1,  33,  35
3,26/05/2021,14:26,1769, up1,  33,  35
3,26/05/2021,15:17,1519, up1,  33,  35
3,26/05/2021,16:03,0664, up1,  33,  35
3,26/05/2021,17:18,0745, up1,  33,  35
3,10/06/2021,15:56,0253, up1,  33,  35
3,10/06/2021,15:57,0250, up1,  33,  35
3,10/06/2021,15:57,0251, up1,  33,  35
3,10/06/2021,15:58,0250, up1,  33,  35
3,10/06/2021,15:58,0252, up1,  33,  35
3,10/06/2021,16:03,0249, up1,  33,  35
3,10/06/2021,16:06,0317, up1,  33,  35
3,12/06/2021,15:58,0399, up1,  33,  35
3,12/06/2021,15:59,0429, up1,  33,  35
3,12/06/2021,16:00,0488, up1,  33,  35
1, mtc, old, mrt, mzn
2,0100
3,01/01/2000,00:00,0825, DN1,1111,3522
